business_code,name,tci_classification,official_classification,city_name,supplier_code,supplier_name
HO11689,Sanjog International,budget,3str,,DR11538,Sanjog International
HO11578,Taj City Centre,first-class,5str,Patna,DR12375,Taj City Centre
HO11326,Vinayaga By Poppys,budget,3str,Rameshwaram,DR11633,Vinayaga By Poppys
HO12392,Maldives Package,first-class,5str,,DR12908,Maldives Package
HO10593,Kot Dunara,budget,1str,Luni,DR10988,Kot Dunara
HO10093,Indana Palace,moderate,5str,Jaipur,DR10273,Indana Palace
HO11816,Winds Desert Camps,budget,1str,,DR11538,Winds Desert Camps
HO11401,O Hotel,first-class,5str,Goa,DR11542,O Hotel
HO10482,Dune Eco Village & Spa,budget,3str,Puducherry (Pondicherry),DR10975,Dune Eco Village & Spa
HO11436,Rose Mallow,budget,4str,New Delhi,DR12029,Rose Mallow
HO10030,Indus Biznotel,moderate,2str,New Delhi,DR10230,Indus Biznotel
HO11827,The Westin Hyderabad Mindspace,budget,5str,,DR11538,The Westin Hyderabad Mindspace
HO10288,Amar Mahal,moderate,3str,Orchha,DR10317,Amar Mahal
HO10439,The Orchid,moderate,5str,Mumbai,DR10513,The Orchid
HO10940,The Astor,moderate,4str,Kolkata,DR11176,The Astor
HO10615,Xandari Riverscapes-2BRH,houseboat-first-class,houseboat-platinum,Alappuzha (Alleppey),DR10649,Xandari Riverscapes-2BRH
HO10866,The Ananta,moderate,5str,Udaipur (RJ),DR10063,The Ananta
HO10933,Clouds End Villa Cottages,moderate,1str,Dharamshala,DR10587,Clouds End Villa Cottages
HO11213,Justa Lake Nahargarh Palace,moderate,4str,Parsoli,DR11476,Justa Lake Nahargarh Palace
HO11572,The Residency,budget,3str,Karur,DR12366,The Residency
HO10773,Brij Laxman Sagar,first-class,5str,Raipur (RJ) ,DR11121,Brij Laxman Sagar
HO12201,Rhythm,moderate,1str,Gurgaon,DR12401,Rhythm
HO11110,Welcomhotel,moderate,5str,Coimbatore,DR10470,Welcomhotel
HO11915,Priya,budget,3str,,DR11538,Priya
HO10284,Radisson,moderate,5str,Agra,DR10648,Radisson
HO10922,Pushkar Fort,budget,3str,Pushkar,DR10848,Pushkar Fort
HO10101,Radisson Blu Plaza (Delhi Airport),moderate,5str,New Delhi,DR10384,Radisson Blu Plaza (Delhi Airport)
HO11030,Surya Haveli,moderate,1str,Jaipur,DR11193,Surya Haveli
HO10135,Alila Diwa,first-class,5str-lux,Goa,DR10498,Alila Diwa
HO10179,Samode Palace,lux,1str,Samode,DR10672,Samode Palace
HO10709,Novotel (Juhu Beach),first-class,5str,Mumbai,DR10440,Novotel (Juhu Beach)
HO11830,Sayaji,budget,4str,Kolhapur,DR11538,Sayaji
HO12369,"Bookmark Resorts, Jogi Mahal",first-class,5str,Ranthambore,DR12653,"Bookmark Resorts, Jogi Mahal"
HO10065,Ambady Estate,moderate,home-stay,Munnar,DR10003,Ambady Estate
HO12068,The Fern Residency,budget,3str,Bhopal,DR11538,The Fern Residency
HO10698,"Baghvan, A Taj Safari",lux,5str,Pench,DR11089,"Baghvan, A Taj Safari"
HO11082,The Oberoi Sukhvilas Resort & Spa,lux,5str,Chandigarh,DR11448,The Oberoi Sukhvilas Resort & Spa
HO10285,Chirag,budget,4str,Bikaner,DR10825,Chirag
HO12104,Best Western Vrindavan,budget,3str,Vrindavan,DR11538,Best Western Vrindavan
HO11414,Prazeres Resort,moderate,1str,Goa,DR10643,Prazeres Resort
HO10625,Pratap Mahal - IHCL SeleQtions,first-class,5str,Ajmer,DR10457,Pratap Mahal - IHCL SeleQtions
HO10427,Anandha Inn,budget,4str,Puducherry (Pondicherry),DR10888,Anandha Inn
HO11554,Modi Yoga Retreat,first-class,1str,Rishikesh,DR12232,Modi Yoga Retreat
HO10879,JW Marriott,lux,5str,Chandigarh,DR10585,JW Marriott
HO11007,Holiday Inn (Racecourse),moderate,5str,Bengaluru,DR11316,Holiday Inn (Racecourse)
HO12145,Spree Resort Sariska,budget,1str,,DR11538,Spree Resort Sariska
HO11274,The Boat Company,houseboat-first-class,1str,Alappuzha (Alleppey),DR11527,The Boat Company
HO11122,Treehouse Amaara,budget,3str,Jodhpur,DR11043,Treehouse Amaara
HO10114,Sarovar Portico,moderate,3str,Jaipur,DR10322,Sarovar Portico
HO11049,Brij Nest,moderate,5str,Jaipur,DR11458,Brij Nest
HO11301,Conrad,first-class,5str,Bengaluru,DR10438,Conrad
HO10987,The Naini Retreat,first-class,4str,Nainital,DR11278,The Naini Retreat
HO10540,Philipkutty's Farm,moderate,1str,Vechoor,DR10625,Philipkutty's Farm
HO11727,Dunhill Beach Resort,budget,3str,,DR11538,Dunhill Beach Resort
HO10983,A Home For Nature Lover,moderate,1str,Jambugodha,DR11266,A Home For Nature Lover
HO11807,Vivenda Dos Palhacos,budget,1str,,DR11538,Vivenda Dos Palhacos
HO10181,Indeco Hotels Swamimalai,moderate,heritage,Kumbakonam,DR10421,Indeco Hotels Swamimalai
HO11210,Bloomrooms (Link Road),moderate,3str,New Delhi,DR11435,Bloomrooms (Link Road)
HO10740,Red Fox,budget,3str,Hyderabad,DR11137,Red Fox
HO11608,Bamboo Saa Mulberry Resort,moderate,4str,Pushkar,DR12301,Bamboo Saa Mulberry Resort
HO10249,The Fern Residency,moderate,4str,Sarnath,DR10605,The Fern Residency
HO10071,GRT Grand,first-class,5str,Chennai,DR10212,GRT Grand
HO10172,Spice Tree,first-class,5str,Munnar,DR10668,Spice Tree
HO11157,Treehouse The Pugmark,moderate,1str,Ranthambore,DR11268,Treehouse The Pugmark
HO12215,Norling House,moderate,1str,Dharamshala,DR12657,Norling House
HO10613,Xandari Riverscapes-1BRH,houseboat-first-class,houseboat-platinum,Kumarakom,DR10649,Xandari Riverscapes-1BRH
HO10213,Rawalkot,moderate,4str,Jaisalmer,DR10307,Rawalkot
HO10181,Indeco Hotels Swamimalai,budget,4str,Kumbakonam,DR10421,Indeco Hotels Swamimalai
HO12213,Dharana At Shillim,lux,1str,Pune,DR12652,Dharana At Shillim
HO10975,Fortune Select S.G. Highway,moderate,5str,Ahmedabad,DR11208,Fortune Select S.G. Highway
HO10980,HK Clarks Inn,moderate,3str,Amritsar,DR11290,HK Clarks Inn
HO10926,Costa Riviera,budget,1str,Varanasi,DR10194,Costa Riviera
HO10642,Justa Sajjangarh Resort & Spa,moderate,5str,Udaipur (RJ),DR11042,Justa Sajjangarh Resort & Spa
HO11859,Khatu Haveli,budget,3str,Jaipur,DR11538,Khatu Haveli
HO11507,Spice Routes,houseboat-lux,houseboat-platinum,Kumarakom,DR10257,Spice Routes
HO10561,Royal Heritage Haveli,first-class,4str,Jaipur,DR11016,Royal Heritage Haveli
HO11442,Amar Kothi,budget,3str,Udaipur (RJ),DR11187,Amar Kothi
HO11568,Great Trails,moderate,3str,Yercaud,DR12362,Great Trails
HO12227,Lake View Resort,budget,4str,Pokhara,DR12655,Lake View Resort
HO10118,Suryaa Villa,budget,4str,Jaipur,DR10325,Suryaa Villa
HO12251,Tomijong Lodge,moderate,standard-hotel,Annapurna Region,DR12655,Tomijong Lodge
HO11749,The Hideaway River Lodge,budget,1str,,DR11538,The Hideaway River Lodge
HO12321,Welcomhotel,moderate,5str,Bhubaneswar,DR12808,Welcomhotel
HO11445,Umed Bhawan Palace,moderate,3str,Kota (RJ) ,DR11597,Umed Bhawan Palace
HO11477,Kadamb Kunj Resort,moderate,3str,Bharatpur,DR12242,Kadamb Kunj Resort
HO10323,Trident,moderate,5str,Agra,DR10142,Trident
HO12390,Crown Vibrant Taj - Jaipur,lux,5str,Kumarakom,DR12906,Crown Vibrant Taj - Jaipur
HO10765,Sterling Wayanand,moderate,4str,Wayanad,DR11102,Sterling Wayanand
HO11569,Coorg International,budget,3str,Coorg (Kodagu),DR12287,Coorg International
HO10150,Tea Bungalow,moderate,4str,Kochi (Cochin),DR10652,Tea Bungalow
HO10004,Four Points By Sheraton,moderate,4str,Jaipur,DR10106,Four Points By Sheraton
HO10644,Taj Falaknuma Palace,lux,5str,Hyderabad,DR10535,Taj Falaknuma Palace
HO11857,The Mandore - A Leafy Resort,budget,3str,Jodhpur,DR10902,The Mandore - A Leafy Resort
HO12106,Parisutham,budget,3str,,DR11538,Parisutham
HO12336,Chettinadu Court,moderate,1str,Chettinadu,DR10764,Chettinadu Court
HO10772,Hill Fort,moderate,4str,Alwar,DR11111,Hill Fort
HO10881,Crowne Plaza (Rohini),first-class,4str,New Delhi,DR10492,Crowne Plaza (Rohini)
HO11808,W Goa,budget,5str,,DR11538,W Goa
HO12305,Thar Oasis Resort & Camp,moderate,4str,Dechu,DR10696,Thar Oasis Resort & Camp
HO10999,Badami Court,budget,3str,Badami,DR11150,Badami Court
HO11633,The River Retreat,budget,4str,Cheruthuruthy,DR10589,The River Retreat
HO10963,Lemon tree,moderate,3str,Dehradun,DR11147,Lemon tree
HO12064,Hyatt,budget,5str,Pune,DR11538,Hyatt
HO11361,Park Plaza Chennai OMR,moderate,5str,Chennai,DR11064,Park Plaza Chennai OMR
HO10204,Ameya,first-class,5str,Cherthala,DR10690,Ameya
HO10491,Mihir Garh,first-class,5str,Rohet,DR10957,Mihir Garh
HO10563,Astoria,budget,3str,Madurai,DR10855,Astoria
HO12175,Dev Mahal,moderate,1str,Jaipur,DR12303,Dev Mahal
HO10035,Starlit Suites,budget,4str,Kochi (Cochin),DR10009,Starlit Suites
HO11865,Pearl Palace Heritage,moderate,3str,Jaipur,DR12613,Pearl Palace Heritage
HO10926,Costa Riviera,budget,4str,Varanasi,DR10194,Costa Riviera
HO10044,Le Pondy,moderate,4str,Puducherry (Pondicherry),DR10183,Le Pondy
HO11249,Fortune Resort Benaullim,moderate,4str,Goa,DR11271,Fortune Resort Benaullim
HO10073,Fateh Niwas,first-class,4str,Udaipur (RJ),DR10115,Fateh Niwas
HO11020,Aangan Resort,budget,4str,Mandawa,DR11256,Aangan Resort
HO10810,Grand Dragon,first-class,5str,Leh,DR11127,Grand Dragon
HO11329,Lemon Tree (Gachibowli),moderate,1str,Hyderabad,DR11525,Lemon Tree (Gachibowli)
HO11238,Le Poshe By Sparsa,moderate,3str,Kodaikanal,DR11430,Le Poshe By Sparsa
HO11629,DoubleTree Suites By Hilton,budget,5str,,DR11538,DoubleTree Suites By Hilton
HO10703,Hindusthan International,moderate,4str,Varanasi,DR10784,Hindusthan International
HO11898,Desert Springs Resort,budget,1str,,DR11538,Desert Springs Resort
HO12073,Marriott Suites,budget,5str,,DR11538,Marriott Suites
HO10068,Clarks Amer,moderate,5str,Jaipur,DR10245,Clarks Amer
HO10671,Tuli Tiger Resort,moderate,1str,Kanha,DR11097,Tuli Tiger Resort
HO10523,Ramathra Fort,moderate,4str,Karauli,DR10831,Ramathra Fort
HO10189,Niraamaya Retreats Surya Samudra,first-class,5str,Kovalam,DR10427,Niraamaya Retreats Surya Samudra
HO12391,Carmelia Haven Resort,houseboat-moderate,houseboat-silver,Jodhpur,DR11645,Carmelia Haven Resort
HO10132,Fortune Park JP Celestial,moderate,4str,Bengaluru,DR10493,Fortune Park JP Celestial
HO11803,Dhole's Den,moderate,3str,Bandipur,DR12559,Dhole's Den
HO10555,ITC Rajputana,first-class,5str,Jaipur,DR10184,ITC Rajputana
HO11942,Jw Marriott Mussoorie Walnut Grove Resort,budget,5str,Mussoorie,DR11538,Jw Marriott Mussoorie Walnut Grove Resort
HO11681,Marine Inn,budget,1str,Kochi (Cochin),DR11538,Marine Inn
HO11622,East Park Inn,moderate,4str,New Delhi,DR12513,East Park Inn
HO10231,Taj Westend,first-class,5str,Bengaluru,DR10539,Taj Westend
HO11814,Kahani Paradise,first-class,1str,Gokarna,DR12569,Kahani Paradise
HO11076,The Riverview Retreat,moderate,4str,Corbett,DR11348,The Riverview Retreat
HO10045,The Coral Tree Homestay,budget,home-stay,Agra,DR10197,The Coral Tree Homestay
HO12296,Lutyens Bungalow,moderate,4str,New Delhi,DR12758,Lutyens Bungalow
HO12308,Baber Mahal Vilas,moderate,standard-hotel,Kathmandu,DR12655,Baber Mahal Vilas
HO11062,Taragarh Palace,moderate,3str,Palampur,DR11397,Taragarh Palace
HO10627,The Park,moderate,5str,Kolkata,DR10434,The Park
HO11739,Heritage Village Resorts & Spa,first-class,5str,Goa,DR12525,Heritage Village Resorts & Spa
HO10399,Jaisalkot,moderate,4str,Jaisalmer,DR10315,Jaisalkot
HO12084,Radisson Blu,budget,5str,Gorakhpur,DR11538,Radisson Blu
HO11000,Vivanta (Surajkund),moderate,5str,Faridabad,DR11209,Vivanta (Surajkund)
HO11183,Rakkh Resort,moderate,4str,Palampur,DR11398,Rakkh Resort
HO12277,Amika,moderate,1str,Madurai,DR11302,Amika
HO10863,Vits,moderate,4str,Aurangabad (MH) ,DR10681,Vits
HO12348,Holiday Inn Resort (Cavelossim),moderate,5str,Goa,DR11469,Holiday Inn Resort (Cavelossim)
HO11828,Crowne Plaza,budget,5str,Jaipur,DR11538,Crowne Plaza
HO10338,Lakes and Lagoon - 3 BRH,houseboat-first-class,houseboat-gold,,DR10241,Lakes and Lagoon - 3 BRH
HO10719,Red Fox (East Delhi),budget,3str,New Delhi,DR10777,Red Fox (East Delhi)
HO11115,Blue Diamond - IHCL Seleqtions,moderate,5str,Pune,DR11403,Blue Diamond - IHCL Seleqtions
HO12120,Radisson Chandigarh Zirakpur,budget,5str,,DR11538,Radisson Chandigarh Zirakpur
HO11978,Welcomhotel Shimla,budget,1str,,DR11538,Welcomhotel Shimla
HO11963,Centre Point,budget,5str,,DR11538,Centre Point
HO10801,Chapslee,first-class,4str,Shimla,DR11161,Chapslee
HO11242,Chittoor Kottaram,moderate,4str,Kochi (Cochin),DR11280,Chittoor Kottaram
HO11490,The Kikar Lodge,moderate,5str,Rupnagar,DR12236,The Kikar Lodge
HO10480,Westin Pushkar Resort & Spa,first-class,5str,Pushkar,DR10939,Westin Pushkar Resort & Spa
HO10085,Parkk Boutique,budget,3str,Jodhpur,DR10337,Parkk Boutique
HO10124,Vivanta,moderate,5str,Coimbatore,DR10467,Vivanta
HO11916,Fortune Park Katra,budget,3str,,DR11538,Fortune Park Katra
HO11619,Godwin,moderate,4str,Meerut,DR12412,Godwin
HO11017,Vanaashrya,moderate,5str,Sariska,DR10745,Vanaashrya
HO10122,Roop Niwas Kothi,moderate,3str,Nawalgarh,DR10314,Roop Niwas Kothi
HO12257,Aagantuk Resort,budget,4str,Dhulikhel,DR12655,Aagantuk Resort
HO10267,Zone By The Park,budget,4str,Jodhpur,DR10345,Zone By The Park
HO11154,Pleasant Haveli,budget,3str,Jaisalmer,DR11483,Pleasant Haveli
HO10696,The Serai,first-class,4str,Chikkamagaluru,DR11093,The Serai
HO12004,Chandys Drizzle Drops,budget,1str,,DR11538,Chandys Drizzle Drops
HO11092,Taj Exotica Resort & Spa,lux,5str,Havelock,DR11451,Taj Exotica Resort & Spa
HO10984,Sinclairs,moderate,3str,Darjeeling,DR10481,Sinclairs
HO10551,ITC Grand Chola,lux,5str,Chennai,DR10361,ITC Grand Chola
HO11453,Stok Palace Heritage,first-class,4str,Leh,DR12027,Stok Palace Heritage
HO11931,Kaldan Samudhra,budget,5str,Mamallapuram (Mahabalipuram),DR11538,Kaldan Samudhra
HO11324,Ramada By Wyndham Gurgaon Central,moderate,4str,Gurgaon,DR10797,Ramada By Wyndham Gurgaon Central
HO11352,Lemon Tree,moderate,4str,Lucknow,DR11533,Lemon Tree
HO10666,The Sher Garh Resort,budget,4str,Ranthambore,DR10397,The Sher Garh Resort
HO10537,Aloha On The Ganges,first-class,3str,Rishikesh,DR10609,Aloha On The Ganges
HO10543,Deo Bagh,moderate,3str,Gwalior,DR10299,Deo Bagh
HO11400,Crossroads,budget,3str,Gurgaon,DR11875,Crossroads
HO10777,Pench Tree Lodge,moderate,4str,Pench,DR11112,Pench Tree Lodge
HO10035,Starlit Suites,budget,3str,Kochi (Cochin),DR10009,Starlit Suites
HO12370,IRA By Orchid,moderate,4str,Mumbai,DR12281,IRA By Orchid
HO10269,Bel Morris,budget,3str,New Delhi,DR10224,Bel Morris
HO10086,Mandir Palace,budget,4str,Jaisalmer,DR10304,Mandir Palace
HO11954,Royal Orchid Brindavan,budget,4str,Mysuru (Mysore),DR11538,Royal Orchid Brindavan
HO10659,Chandela,moderate,5str,Khajuraho,DR10987,Chandela
HO10769,Hyatt Place,moderate,4str,Gurgaon,DR10792,Hyatt Place
HO12197,Svanir,moderate,1str,Bhubaneswar,DR12521,Svanir
HO11496,Daiwik,moderate,4str,Rameshwaram,DR12247,Daiwik
HO11882,Umaid Mahal,budget,4str,Jaipur,DR10105,Umaid Mahal
HO11741,Holiday Inn,budget,5str,Agra,DR11538,Holiday Inn
HO12148,De Exotica Crest,budget,1str,,DR11538,De Exotica Crest
HO10961,Om Vilas Benares,moderate,5str,Varanasi,DR11192,Om Vilas Benares
HO10311,Ibis,budget,3str,New Delhi,DR10227,Ibis
HO11519,Zone Connect By The Park,moderate,4str,New Delhi,DR12258,Zone Connect By The Park
HO10063,Kumarakom Lake Resort,first-class,5str,Kumarakom,DR10110,Kumarakom Lake Resort
HO12033,The Hans Coco Palm,budget,3str,,DR11538,The Hans Coco Palm
HO12324,Raajsa - IHCL SeleQtions,first-class,1str,Kumbhalgarh,DR12803,Raajsa - IHCL SeleQtions
HO11146,Ekaanta,moderate,1str,Haridwar,DR11273,Ekaanta
HO12098,Forte Manor By Siel,budget,1str,,DR11538,Forte Manor By Siel
HO11124,Pepper Trail,first-class,4str,Sultan Bathery,DR11513,Pepper Trail
HO10190,The Leela Palace,lux,5str-lux,Udaipur (RJ),DR10220,The Leela Palace
HO10764,Hyatt Centric,moderate,5str,Chandigarh,DR11152,Hyatt Centric
HO10264,RAAS,first-class,5str-lux,Jodhpur,DR10338,RAAS
HO12366,Cheetahgarh Resort & Spa,first-class,5str,Pali (RJ) ,DR12800,Cheetahgarh Resort & Spa
HO11837,Radisson Blu,budget,5str,Gorakhpur,DR11538,Radisson Blu
HO11695,Le Colonial,budget,3str,Kochi (Cochin),DR12503,Le Colonial
HO12358,Palighar,moderate,3str,Kalimpong,DR12813,Palighar
HO10547,Maidens,first-class,5str,New Delhi,DR11025,Maidens
HO10146,Ramada By Wyndham Udaipur Resort & Spa,moderate,5str,Udaipur (RJ),DR10433,Ramada By Wyndham Udaipur Resort & Spa
HO10306,Pullman,first-class,5str,New Delhi,DR10380,Pullman
HO11520,Om Vilas,moderate,5str,Varanasi,DR12241,Om Vilas
HO10265,Shalimar Spice Garden,first-class,4str,Thekkady (Periyar/Kumily),DR10676,Shalimar Spice Garden
HO10070,Gandharva,budget,3str,Jaipur,DR10259,Gandharva
HO11973,Marari Sea Laps Vilas,budget,1str,,DR11538,Marari Sea Laps Vilas
HO12289,Da Bungalow,budget,1str,Agra,DR12747,Da Bungalow
HO10967,Holiday Inn (Sector 90),budget,5str,Gurgaon,DR11551,Holiday Inn (Sector 90)
HO12005,Malabar Ocean Front Resort And Spa,budget,4str,Neeleshwar,DR11538,Malabar Ocean Front Resort And Spa
HO12241,Taj Safari,lux,standard-resort,Chitwan,DR12655,Taj Safari
HO11223,The Raviz,moderate,5str,Kozhikode (Calicut),DR11438,The Raviz
HO11908,Sea View,budget,3str,Kanyakumari,DR12542,Sea View
HO11775,Resort Rio,budget,5str,,DR11538,Resort Rio
HO12161,Maurya,budget,5str,,DR11538,Maurya
HO12309,Balthali Village Resort,budget,standard-resort,Dhulikhel,DR12655,Balthali Village Resort
HO10196,Fort Barli,moderate,heritage,Barli,DR10581,Fort Barli
HO10069,Ranjit's Svaasa,first-class,heritage,Amritsar,DR10028,Ranjit's Svaasa
HO10929,Chamba Camp Thiksey,first-class,1str,Leh,DR11198,Chamba Camp Thiksey
HO10111,Radisson Blu,moderate,5str,Jaipur,DR10296,Radisson Blu
HO12048,Shimla Havens Resorts,budget,4str,Shimla,DR11538,Shimla Havens Resorts
HO10981,WelcomHeritage Elysium Resort & Spa,first-class,1str,Shimla,DR11222,WelcomHeritage Elysium Resort & Spa
HO12116,Raga On The Ganges,first-class,4str,Rishikesh,DR12606,Raga On The Ganges
HO10433,Trident,moderate,5str,Kochi (Cochin),DR10901,Trident
HO10855,Courtyard Mumbai International Airport,moderate,4str,Mumbai,DR10970,Courtyard Mumbai International Airport
HO10641,Justa Rajputana Resort,moderate,4str,Udaipur (RJ),DR11040,Justa Rajputana Resort
HO10462,Abad Green Forest,budget,3str,Thekkady (Periyar/Kumily),DR10832,Abad Green Forest
HO11434,North Avenue,budget,1str,New Delhi,DR11999,North Avenue
HO10590,Taj Chia Kutir Resort & Spa,lux,5str,Darjeeling,DR11033,Taj Chia Kutir Resort & Spa
HO10920,Sariska Safari Lodge,first-class,1str,Sariska,DR11172,Sariska Safari Lodge
HO10706,"Manvar Shergarh, The Desert Resort",moderate,3str,Manvar (RJ),DR10637,"Manvar Shergarh, The Desert Resort"
HO10722,Saratha Vilas,first-class,4str,Kothamangalam (TN) ,DR10016,Saratha Vilas
HO11755,24 MG Road,first-class,1str,Kannauj,DR12354,24 MG Road
HO11744,Taj Corbett Resort & Spa,first-class,5str,Corbett,DR12454,Taj Corbett Resort & Spa
HO12219,Birethanti Lodge,moderate,standard-hotel,Annapurna Region,DR12655,Birethanti Lodge
HO10077,Taj Fateh Prakash Palace,lux,5str,Udaipur (RJ),DR10210,Taj Fateh Prakash Palace
HO11929,Four Points by Sheraton Mahabalipuram,budget,1str,,DR11538,Four Points by Sheraton Mahabalipuram
HO10504,Dera Amer,first-class,2str,Jaipur,DR10955,Dera Amer
HO11925,Hyatt Regency,budget,5str,Dehradun,DR11538,Hyatt Regency
HO12108,Vivanta,moderate,5str,Thiruvananthapuram (Trivandrum),DR12424,Vivanta
HO11102,Pashan Garh,lux,5str,Panna,DR11420,Pashan Garh
HO10678,The Fern Residency,moderate,3str,Chandigarh,DR11079,The Fern Residency
HO10208,Heritage Resort,moderate,4str,Hampi (Hosapete),DR10711,Heritage Resort
HO11871,Pratap Bhawan Homestay,budget,3str,,DR11538,Pratap Bhawan Homestay
HO10578,SUJAN The Serai,lux,4str,Jaisalmer,DR10966,SUJAN The Serai
HO11664,Fort Begu (1430 AD),budget,4str,,DR11538,Fort Begu (1430 AD)
HO10512,Fateh Bagh,moderate,5str,Ranakpur,DR10739,Fateh Bagh
HO10127,Mayfair,lux,5str-lux,Darjeeling,DR10480,Mayfair
HO12165,Ganpati Guest House,budget,3str,Varanasi,DR11538,Ganpati Guest House
HO12149,Himalayaa,budget,3str,Tiruvannamalai,DR12558,Himalayaa
HO10390,Shahpura House,moderate,4str,Jaipur,DR10323,Shahpura House
HO12238,Ghandruk Lodge,moderate,standard-hotel,Annapurna Region,DR12655,Ghandruk Lodge
HO11868,Kyriad Hotel Gulbarga,moderate,4str,Kalaburagi (Gulbarga),DR12632,Kyriad Hotel Gulbarga
HO11500,Atulya Niwas,budget,3str,Udaipur (RJ),DR12248,Atulya Niwas
HO10012,The Claridges,first-class,5str,New Delhi,DR10054,The Claridges
HO12347,Fortune Beachfront,moderate,1str,Puri,DR12792,Fortune Beachfront
HO11866,Radisson Blu,moderate,5str,Guwahati,DR12449,Radisson Blu
HO10142,BloomSuites,moderate,4str,Goa,DR10503,BloomSuites
HO11287,Secret Garden,budget,2str,Kochi (Cochin),DR10595,Secret Garden
HO10529,Brahma Horizon,budget,4str,Pushkar,DR10944,Brahma Horizon
HO12100,Gnanam,budget,3str,,DR11538,Gnanam
HO10177,Master Paradise,budget,3str,Pushkar,DR10774,Master Paradise
HO12378,Abhaneri Village Safari Camp,moderate,1str,Abhaneri,DR11538,Abhaneri Village Safari Camp
HO10591,Casino,moderate,5str,Kochi (Cochin),DR10946,Casino
HO11795,Soul Vacation,budget,3str,,DR11538,Soul Vacation
HO12179,Vembanad House,budget,1str,Alappuzha (Alleppey),DR11538,Vembanad House
HO10429,Desert N Dunes,budget,3str,Mandawa,DR10635,Desert N Dunes
HO10884,Crowne Plaza (Mayur Vihar),first-class,4str,New Delhi,DR10113,Crowne Plaza (Mayur Vihar)
HO12301,Kathoni,first-class,1str,Kaziranga,DR12734,Kathoni
HO12170,Pristine,budget,1str,,DR11538,Pristine
HO10291,The Poovath Beach Front Heritage,moderate,4str,Kochi (Cochin),DR10692,The Poovath Beach Front Heritage
HO11766,Nanu Beach Resort & Spa,moderate,4str,Goa,DR12656,Nanu Beach Resort & Spa
HO11995,Bawa Continental,budget,3str,,DR11538,Bawa Continental
HO10246,Radisson Bengaluru City Center,moderate,4str,Bengaluru,DR10682,Radisson Bengaluru City Center
HO10825,Vasundhara Palace,budget,3str,Rishikesh,DR11142,Vasundhara Palace
HO10049,Premkunj,budget,home-stay,Udaipur (RJ),DR10145,Premkunj
